"day_num","date","active_cases","cured","death","total_confirmed_cases"
52,2020-03-30,1072,102,31,1205
53,2020-03-31,1200,124,35,1359
54,2020-04-01,1466,133,38,1637
55,2020-04-01,1649,144,41,1834
56,2020-04-02,1764,151,50,1965
57,2020-04-02,1860,156,53,2069
58,2020-04-03,2070,157,56,2283
59,2020-04-03,2245,163,62,2470
60,2020-04-04,2650,184,68,2902
61,2020-04-04,2784,213,75,3072
62,2020-04-05,3030,267,77,3374
63,2020-04-05,3219,275,83,3577
64,2020-04-06,3666,292,109,4067
65,2020-04-06,3851,319,111,4281
66,2020-04-07,3981,326,114,4421
67,2020-04-07,4312,353,124,4789
68,2020-04-08,4643,402,149,5194
69,2020-04-08,4714,411,149,5274
70,2020-04-09,5095,473,166,5734
71,2020-04-09,5218,478,169,5865
72,2020-04-10,5709,504,199,6412
73,2020-04-10,6039,516,206,6761
74,2020-04-11,6565,643,239,7447
75,2020-04-11,6634,653,242,7529
76,2020-04-12,7367,716,273,8356
77,2020-04-12,7409,765,273,8447
78,2020-04-13,7987,857,308,9152
79,2020-04-13,8048,980,324,9352
80,2020-04-14,8988,1036,339,10363
81,2020-04-14,9272,1190,353,10815
82,2020-04-15,9756,1306,377,11439
83,2020-04-15,10197,1344,392,11933
84,2020-04-16,10477,1489,414,12380
85,2020-04-16,10824,1515,420,12759
86,2020-04-17,11201,1749,437,13387
87,2020-04-17,11616,1767,452,13835
88,2020-04-18,11906,1992,480,14378
89,2020-04-18,12289,2015,488,14792
90,2020-04-19,12974,2231,507,15712
91,2020-04-19,13295,2302,519,16116
92,2020-04-20,14175,2547,543,17265
93,2020-04-20,14255,2842,559,17656
94,2020-04-21,14759,3252,590,18601
95,2020-04-21,15122,3260,603,18985
96,2020-04-22,15474,3870,640,19984
97,2020-04-22,15859,3960,652,20471
98,2020-04-23,16454,4258,681,21393
99,2020-04-23,16689,4325,686,21700
100,2020-04-24,17610,4749,718,23077
101,2020-04-24,17915,4814,723,23452
102,2020-04-25,18668,5063,775,24506
103,2020-04-25,18904,5210,779,24893
104,2020-04-26,19868,5804,824,26496
105,2020-04-26,19865,5914,826,26605
106,2020-04-27,20835,6185,872,27892
107,2020-04-27,20912,6362,886,28160
108,2020-04-28,21632,6869,934,29435
109,2020-04-28,21870,7027,937,29834
110,2020-04-29,22629,7696,1007,31332
111,2020-04-29,22904,7797,1008,31709
112,2020-04-30,23651,8325,1074,33050
113,2020-04-30,23882,8373,1075,33330
114,2020-05-01,24716,8889,1147,34752
115,2020-05-01,24755,9065,1152,34972
116,2020-05-02,25988,9951,1218,37157
117,2020-05-02,26430,10018,1223,37671
118,2020-05-03,27922,10633,1301,39856
119,2020-05-03,27931,10887,1306,40124
120,2020-05-04,29453,11707,1373,42533
121,2020-05-04,29685,11762,1389,42836
122,2020-05-05,32138,12727,1568,46433
123,2020-05-05,31967,13161,1583,46711
124,2020-05-06,33514,14183,1694,49391
125,2020-05-07,35902,15267,1783,52952
126,2020-05-08,37916,16540,1886,56342
127,2020-05-09,39834,17847,1981,59662
128,2020-05-10,41472,19358,2109,62939
129,2020-05-11,44029,20917,2206,67152
130,2020-05-12,46008,22455,2293,70756
131,2020-05-13,47480,24386,2415,74281
132,2020-05-14,49219,26235,2549,78003
133,2020-05-15,51401,27920,2649,81970
134,2020-05-16,52805,30153,2752,85710
135,2020-05-17,53656,34109,2872,90637
136,2020-05-18,55906,36824,3029,95759
137,2020-05-19,57988,39174,3163,100325
138,2020-05-20,60053,42298,3303,105654
139,2020-05-21,62221,45300,3435,110956
140,2020-05-22,64710,48534,3583,116827
141,2020-05-23,67698,51784,3720,123202
142,2020-05-24,71222,54441,3867,129530
143,2020-05-25,74461,57721,4021,136203
144,2020-05-26,77752,60491,4167,142410
145,2020-05-27,78991,64426,4337,147754
146,2020-05-28,81778,67692,4531,154001
147,2020-05-29,85314,71106,4706,161126
148,2020-05-30,81379,82370,4971,168720
149,2020-05-31,84504,86984,5164,176652
150,2020-06-01,87692,91819,5394,184905
151,2020-06-02,91167,95527,5598,192292
152,2020-06-03,94374,100303,5815,200492
153,2020-06-04,99254,104107,6075,209436
154,2020-06-05,110960,109462,6348,226770
155,2020-06-06,115942,114073,6642,236657
156,2020-06-07,120406,119293,6929,246628
157,2020-06-08,125381,124095,7135,256611
158,2020-06-09,129917,129215,7466,266598
159,2020-06-10,133632,135206,7745,276583
160,2020-06-11,137448,141029,8102,286579
161,2020-06-12,141842,147195,8498,297535
162,2020-06-13,145779,154330,8884,308993
163,2020-06-14,149348,162379,9195,320922
164,2020-06-15,153106,169798,9520,332424
165,2020-06-16,153178,180013,9900,343091
166,2020-06-17,154638,186935,11903,353476
167,2020-06-18,160384,194325,12237,366946
168,2020-06-19,163248,204711,12573,380532
169,2020-06-20,168269,213831,12948,395048
170,2020-06-21,169451,227756,13254,410461
171,2020-06-22,174387,237196,13699,425282
172,2020-06-23,178014,248190,14011,440215
173,2020-06-24,183022,258685,14476,456183
174,2020-06-25,186514,271697,14894,473105
175,2020-06-26,189463,285637,15301,490401
176,2020-06-27,197387,295881,15685,508953
177,2020-06-28,203051,309713,16095,528859
178,2020-06-29,210120,321723,16475,548318
179,2020-06-30,215125,334822,16893,566840
180,2020-07-01,220114,347979,17400,585493
181,2020-07-02,226947,359860,17834,604641
182,2020-07-03,227439,379892,18213,625544
183,2020-07-04,235433,394227,18655,648315
184,2020-07-05,244814,409083,19268,673165
185,2020-07-06,253287,424433,19693,697413
186,2020-07-07,259557,439948,20160,719665
187,2020-07-08,264944,456831,20642,742417
188,2020-07-09,269789,476378,21129,767296
189,2020-07-10,276685,495513,21604,793802
190,2020-07-11,283407,515386,22123,820916
191,2020-07-12,292258,534621,22674,849553
192,2020-07-13,301609,553471,23174,878254
193,2020-07-14,311565,571460,23727,906752
194,2020-07-15,319840,592032,24309,936181
195,2020-07-16,331146,612815,24915,968876
196,2020-07-17,342473,635757,25602,1003832
197,2020-07-18,358692,653751,26273,1038716
198,2020-07-19,373379,677423,26816,1077618
199,2020-07-20,390459,700087,27497,1118043
200,2020-07-21,402529,724578,28084,1155191
201,2020-07-22,411133,753050,28732,1192915
202,2020-07-23,426167,782607,29861,1238635
203,2020-07-24,440135,817209,30601,1287945
204,2020-07-25,456071,849432,31358,1336861
205,2020-07-26,467882,885577,32063,1385522
206,2020-07-27,485114,917568,32771,1435453
207,2020-07-28,496988,952743,33425,1483156
208,2020-07-29,509447,988029,34193,1531669
209,2020-07-30,528242,1020582,34968,1583792
210,2020-07-31,545318,1057805,35747,1638870
211,2020-08-01,565103,1094374,36511,1695988
212,2020-08-02,567730,1145629,37364,1750723
213,2020-08-03,579357,1186203,38135,1803695
214,2020-08-04,586298,1230509,38938,1855745
215,2020-08-05,586244,1282215,39795,1908254
216,2020-08-06,595501,1328336,40699,1964536
217,2020-08-07,607384,1378105,41585,2027074
218,2020-08-08,619088,1427005,42518,2088611
219,2020-08-09,628747,1480884,43379,2153010
220,2020-08-10,634945,1535743,44386,2215074
221,2020-08-11,639929,1583489,45257,2268675
222,2020-08-12,643948,1639599,46091,2329638
223,2020-08-13,653622,1695982,47033,2396637
224,2020-08-14,661595,1751555,48040,2461190
225,2020-08-15,667950,1808936,49036,2525922
226,2020-08-16,677444,1862258,49980,2589682
227,2020-08-17,676900,1919842,50921,2647663
228,2020-08-18,670066,1977779,51797,2699642
229,2020-08-19,676514,2037870,52889,2767273
230,2020-08-20,686395,2096664,53866,2836925
